CEP;UF;CIDADE;BAIRRO;LOGRADOURO
94015570;RS;Gravataí;Loteamento Jardim Timbaúva;Rua Eurico Gomes de Oliveira
94015580;RS;Gravataí;Loteamento Jardim Timbaúva;Rua Professora Nair Barcelos Campos
94015590;RS;Gravataí;Loteamento Jardim Timbaúva;Rua Luiz Linck Barcelos
94015600;RS;Gravataí;Loteamento Jardim Timbaúva;Rua Antônio da Silva Bitencourt
94015610;RS;Gravataí;Loteamento Jardim Timbaúva;Rua Getúlio Celso Nunes
94015620;RS;Gravataí;Loteamento Jardim Timbaúva;Rua Itiberê Martins
94015630;RS;Gravataí;Loteamento Jardim Timbaúva;Travessa Ortiz
94015640;RS;Gravataí;Loteamento Jardim Timbaúva;Travessa Final
94015650;RS;Gravataí;Loteamento Jardim Timbaúva;Travessa Verde
94015660;RS;Gravataí;Loteamento Jardim Timbaúva;Avenida João Borba Maurente
94020000;RS;Gravataí;Salgado Filho;Avenida General Osório
94020010;RS;Gravataí;Salgado Filho;Rua João Alves dos Santos
94020011;RS;Gravataí;Salgado Filho;Rua João Alves de Souza
94020020;RS;Gravataí;Salgado Filho;Rua Francisco Tafas
94020030;RS;Gravataí;Salgado Filho;Rua Jaci Ilma Tedesco Jaeger
94020040;RS;Gravataí;Salgado Filho;Rua Angelino Loranzi
94020050;RS;Gravataí;Salgado Filho;Rua Alfredo Soares Pitres
94020060;RS;Gravataí;Salgado Filho;Rua Madre Marta Maria
94020070;RS;Gravataí;Salgado Filho;Rua João Dutra
94020080;RS;Gravataí;Salgado Filho;Rua Luiz Arlindo Jaeger
94020090;RS;Gravataí;Salgado Filho;Rua Elza Bianco
94020100;RS;Gravataí;Salgado Filho;Rua Alcides Rosa
94020110;RS;Gravataí;Salgado Filho;Rua Irmão Geraldo
94020120;RS;Gravataí;Salgado Filho;Rua Otávio Rocha
94020130;RS;Gravataí;Salgado Filho;Rua Alfredo Emílio Allen
94020140;RS;Gravataí;Salgado Filho;Rua Norberto Lessa
94020150;RS;Gravataí;Salgado Filho;Rua Antônio Afonso de Jesus
94020160;RS;Gravataí;Salgado Filho;Rua Nestor de Moura Jardim
94020170;RS;Gravataí;Salgado Filho;Rua Dois de Novembro
94020180;RS;Gravataí;Salgado Filho;Beco do Forte
94020190;RS;Gravataí;Salgado Filho;Rua Barbosa Filho
94020220;RS;Gravataí;Castelo Branco;Rua Anastácia Pereira
94020230;RS;Gravataí;Castelo Branco;Rua Arthur Tubbs
94020260;RS;Gravataí;Salgado Filho;Rua Dolores Duran
